Gene_ID,Gene_Name,logFC,logCPM,LR,PValue,FDR,Regulation
BCIN_09g04380,Uncharacterized,-0.845556086026243,4.62665289949595,15.2319660104254,9.50803214501001e-05,0.0004280106311302,DOWN
BCIN_01g09590,Uncharacterized,-0.626585232022757,8.65283402980907,15.1863237663811,9.74063315275095e-05,0.0004379337827201,DOWN
BCIN_01g06820,Uncharacterized,-0.567569229860075,4.19029335276491,15.1717404006861,9.81615314850863e-05,0.0004407283784518,DOWN
BCIN_11g00830,Uncharacterized,-0.522677364364016,8.39028903072222,15.1644964300007,9.85388482500282e-05,0.0004419613688837,DOWN
BCIN_09g06750,Uncharacterized,-0.872158587523176,5.10487592970223,15.1548032033215,9.90460236791459e-05,0.0004437736209299,DOWN
BCIN_06g05740,Uncharacterized,-0.905165868482876,3.44447073491614,15.140791068648,9.9783823067704e-05,0.0004468467040289,DOWN
BCIN_15g05190,Uncharacterized,-1.26694067133262,4.73626024608238,15.1271403979522,0.0001005079083905,0.0004496264210712,DOWN
BCIN_11g03340,Uncharacterized,-0.894677503368371,2.06647655706086,15.06213085101,0.0001040295026164,0.0004636882076745,DOWN
BCIN_06g03540,Uncharacterized,-0.817533094322688,6.0723854032226,15.0596024065855,0.0001041689508107,0.0004640694408012,DOWN
BCIN_02g06740,Uncharacterized,-0.471250768495223,5.57659739969217,15.0382874649441,0.0001053520105383,0.0004685830632388,DOWN
BCIN_01g06800,Uncharacterized,-0.570413624226145,6.31399848161098,15.0177502108954,0.0001065046963184,0.0004730061512967,DOWN
BCIN_15g05490,Uncharacterized,-1.08412541788355,3.84651117181099,14.985570854336,0.000108336394575,0.0004808577653462,DOWN
BCIN_11g00160,Bcmet14,-0.636320676757805,7.64672860035536,14.9601227003823,0.0001098073691034,0.0004866694262994,DOWN
BCIN_10g00020,Uncharacterized,-0.898121275967922,7.41423002128419,14.9491854576794,0.000110445733236,0.0004889950750836,DOWN
BCIN_11g06520,Uncharacterized,-0.970323794447705,9.80614798093333,14.9304918449552,0.0001115454666577,0.0004933565424064,DOWN
BCIN_12g01240,Uncharacterized,-0.612955045848609,6.4436808255726,14.9280331374658,0.0001116909286812,0.0004937461854955,DOWN
BCIN_05g03060,Uncharacterized,-0.69543446067998,3.51755078416409,14.8970199661473,0.0001135422066215,0.0005016723677576,DOWN
BCIN_07g02000,Bcfmp40,-0.487957244343187,5.95601585476221,14.8692479147001,0.0001152262115776,0.0005085907707943,DOWN
BCIN_16g01010,Uncharacterized,-0.819374782514361,3.0936759206173,14.8640399096219,0.0001155447959206,0.0005097355502251,DOWN
BCIN_07g04380,Uncharacterized,-0.763357255293191,2.49781159690802,14.8462194181021,0.0001166416345817,0.0005140473880414,DOWN
BCIN_09g06110,Uncharacterized,-1.0561921352715,10.556952354789,14.8414910655651,0.0001169344166437,0.0005150739631795,DOWN
BCIN_09g03680,Bcmsc7,-0.62204523841123,5.66032895350343,14.8325828721705,0.0001174880278644,0.0005170806691782,DOWN
BCIN_09g06410,Uncharacterized,-0.538089053998839,7.13290537108272,14.8219814896765,0.0001181503037788,0.0005193665294305,DOWN
BCIN_12g04700,Uncharacterized,-0.678572647132909,6.06222549168121,14.8047393942448,0.0001192354656128,0.0005238691437108,DOWN
BCIN_14g05010,Bccox11,-0.623382152098443,5.0386002559012,14.7863790777299,0.0001204020372753,0.0005287246606269,DOWN
BCIN_07g02590,Uncharacterized,-0.703356493721014,3.22864905087977,14.7777055678519,0.0001209571208898,0.0005306207642705,DOWN
BCIN_03g02960,Uncharacterized,-0.770481676911087,3.65331212824145,14.7731383639194,0.0001212504455107,0.000531636568778,DOWN
BCIN_01g04160,Uncharacterized,-0.487551248659833,4.57531201381296,14.7689319154179,0.0001215212343383,0.000532552578386,DOWN
BCIN_16g00810,Uncharacterized,-2.13284974683102,6.54919573668117,14.7479902331434,0.0001228784356545,0.0005379525410369,DOWN
BCIN_01g03910,Uncharacterized,-1.01776771465523,5.59275521012351,14.7344320831182,0.0001237652476154,0.0005412842917816,DOWN
BCIN_08g04880,Uncharacterized,-0.68792808385918,4.35138498955907,14.714410712254,0.0001250866021543,0.0005467853655371,DOWN
BCIN_15g05590,Bcych1,-0.513246657204832,5.28564421533402,14.7096725263986,0.0001254013817373,0.0005478830926971,DOWN
BCIN_15g02430,Uncharacterized,-0.417431642599054,5.24837446240381,14.7067516129702,0.0001255958287089,0.0005481761144514,DOWN
BCIN_14g00630,Uncharacterized,-0.815790746202453,7.35413516501066,14.693824814779,0.0001264600241129,0.0005516682349417,DOWN
BCIN_01g08330,Uncharacterized,-0.666791220298134,4.46123360610836,14.6535252449003,0.0001291927837328,0.0005633040980691,DOWN
BCIN_09g01320,Uncharacterized,-1.76763579119252,10.3843446331315,14.6426570977231,0.0001299398912245,0.000566274756339,DOWN
BCIN_05g05550,Uncharacterized,-0.937103485397673,4.0490094076383,14.6280392945776,0.0001309516250645,0.000570106543718,DOWN
BCIN_11g04790,Uncharacterized,-1.87401996916703,5.478771658871,14.6035434981442,0.0001326648516702,0.0005769814948589,DOWN
BCIN_11g00440,Bchom6,-0.558347528481178,7.44931435627865,14.5834761263542,0.0001340851592054,0.0005822759663376,DOWN
